"company_name","mth_yr","has_second","no_second"
"FreshPlanet","Apr-2010",0,1
"Freshdesk","Mar-2012",0,1
"Freshplum","Jun-2012",0,1
"Frest Marketing","Jan-2011",0,1
"Frevvo","Jan-2008",0,1
"Friend Traveler","Jan-2012",0,1
"Friend.ly","Jan-2011",0,1
"FriendFeed","Feb-2008",0,1
"FriendFit","Jun-2009",0,1
"Friendly Wager App","Dec-2011",0,1
"FriendsEAT","Jan-2005",0,1
"Friendsignia","Jan-2012",0,1
"Fritter","Mar-2013",0,1
"Front Desk HQ","Sep-2013",0,1
"Front Desk, Inc","Aug-2012",0,1
"Front Flip","Jan-2012",0,1
"Front Stream Payments","Apr-2008",0,1
"FrugalMechanic","Feb-2009",0,1
"Fruition Partners","Dec-2012",0,1
"Fuecotech","Sep-2011",0,1
"Fuego Nation","Mar-2008",0,1
"Fuhu","Feb-2008",0,1
"Full Circle CRM","Sep-2012",0,1
"FullCircle GeoSocial Networks","Aug-2012",0,1
"FullContact","Aug-2011",1,0
"Fullscreen","Nov-2011",1,0
"FundAmerica","Jun-2013",1,0
"Fundation","Mar-2013",0,1
"FundersClub","Oct-2012",0,1
"Fundgrazing","Mar-2009",0,1
"Funding Gates","Jun-2011",0,1
"Funding Profiles","May-2013",0,1
"Fundly","Sep-2011",1,0
"Fundology","Jan-2012",0,1
"Fundraise.com","Jan-2011",1,0
"Fundrise","Jan-2012",0,1
"Funium","Aug-2012",1,0
"Funji","Jun-2009",0,1
"Funny Or Die","Apr-2007",0,1
"Funtactix","Jan-2007",0,1
"Funzio","May-2011",0,1
"Furn_sh","Oct-2011",0,1
"Fusion Coolant Systems","Jan-2013",0,1
"Fusion Dynamic","Sep-2006",0,1
"Fusion-io","Mar-2008",0,1
"FusionOne","Feb-2008",0,1
"FusionOps","Mar-2005",0,1
"Future Path Medical Holding Company","Mar-2013",0,1
"FutureAdvisor","Aug-2012",1,0
"Futurelytics","Oct-2012",0,1
"Fuze Network","Feb-2011",1,0
"FuzeBox","Jul-2012",0,1
"Fuzz","Feb-2008",0,1
"Fwix","Sep-2009",0,1
"Fynanz","Oct-2007",1,0
"Fyreball","Dec-2007",0,1
"G-Zero Therapeutics","Oct-2012",0,1
"G2 Crowd","Feb-2013",0,1
"G2 Microsystems","Mar-2005",0,1
"G2B Pharma","Jun-2013",0,1
"G2Link","Jan-2013",0,1
"GAGA Sports & Entertainment","Jan-2011",1,0
"GAIN Fitness","Dec-2011",0,1
"GANTEC","May-2012",0,1
"GELI","Jul-2013",0,1
"GENEI Systems Inc.","Aug-2011",0,1
"GENWI","Sep-2010",1,0
"GEOFEEDIA","Jul-2012",1,0
"GIDEEN","Aug-2013",0,1
"GIGA TRONICS","Mar-2013",0,1
"GINKGOTREE","Jun-2013",0,1
"GITR","Jan-2012",0,1
"GIVINGtrax","May-2013",0,1
"GIVVER","Sep-2012",0,1
"GLADvertising.com","Jan-2012",0,1
"GLIIF, LLC","May-2013",0,1
"GLOBAL FOOD TECHNOLOGIES","Sep-2013",0,1
"GMH Ventures","Jan-2012",0,1
"GMI Ratings","Nov-2002",0,1
"GMZ Energy","Apr-2011",0,1
"GOBA","May-2010",0,1
"GOOD","Oct-2009",0,1
"GOSO","Jan-2009",0,1
"GRIDiant Corporation","May-2012",0,1
"GROU.PS","Jun-2009",1,0
"GSOUND","Jul-2013",1,0
"Gabuduck, Inc.","May-2012",0,1
"GageIn","Oct-2011",0,1
"Gaia Interactive","Jun-2006",0,1
"Gaia Power Technologies","Oct-2005",0,1
"Gaikai","Jan-2010",0,1
"GainSpan","Sep-2006",0,1
"Gainsight","Dec-2011",1,0
"Galavantier","Jul-2011",0,1
"Galera Therapeutics","Dec-2012",0,1
"Game Closure","Feb-2012",1,0
"Game Plan Holdings","Apr-2012",0,1
"Game Play Network","Oct-2012",0,1
"Game Trading technologies, Inc.","Feb-2010",0,1
"GameBuilder Studio","Apr-2011",0,1
"GameChanger Media","Jan-2009",0,1
"GameCrush","Aug-2010",0,1
"GameDuell","Jul-2008",1,0
"GameGround","Jun-2009",1,0
"GameHuddle","Jun-2008",0,1
"GameLayers","Jun-2008",1,0
"GamePlan Technologies","Apr-2006",0,1
"GameSalad","Jul-2010",1,0
"GameSkinny","Jan-2006",0,1
"GameWager","Jan-2007",0,1
"GamerDNA","Apr-2008",1,0
"Gamervision","Jan-2009",1,0
"Gamify","Jun-2012",0,1
"Gamma Basics","Feb-2011",0,1
"Gamma Enterprise Technologies","Feb-2005",0,1
"Gamma Medica","Jul-2013",0,1
"Gamma Medica-Ideas","Oct-2009",0,1
"Gamook","Mar-2008",0,1
"Gamzee","Jun-2011",0,1
"Garantia Data","Aug-2012",0,1
"Garnet Biotherapeutics","Feb-2009",0,1
"GateRocket","Dec-2009",1,0
"Gather","Dec-2004",0,1
"Gauss Surgical","Sep-2013",0,1
"GazeHawk","Jun-2010",0,1
"Gazelle","Jan-2007",1,0
"Gazzang","Dec-2010",1,0
"Gecko Audio","Nov-2006",0,1
"Geckocap","Sep-2012",0,1
"GeekStatus","Jun-2010",1,0
"Geeklist","Mar-2013",0,1
"Gelato Fiasco","Aug-2012",0,1
"Gelesis","Jan-2008",0,1
"Gema Touch","Sep-2013",0,1
"Gemmus Pharma","Jun-2012",0,1
"Genapsys","Mar-2013",0,1
"Genbook","Sep-2006",0,1
"Gene Security Network","Dec-2008",0,1
"GeneCentric Diagnostics","Jan-2012",0,1
"GeneExcel","Mar-2005",0,1
"GeneWeave Biosciences","Aug-2010",1,0
"General Assembly","Sep-2011",0,1
"General Compression","Feb-2010",0,1
"General Sentiment","Sep-2013",1,0
"Generate","Jul-2009",1,0
"Generous Deals","Apr-2011",1,0
"Genesis Biopharma","Jun-2013",0,1
"Genesis Media","Sep-2012",0,1
"Geni","Jan-2007",0,1
"GenieDB","Jan-2008",0,1
"GenieTown","Oct-2007",0,1
"Genius.com","Mar-2006",0,1
"GenomeQuest","Nov-2005",0,1
"Genomera","May-2011",0,1
"Genometry","Sep-2012",0,1
"Gentis","Jun-2007",0,1
"Genus Oncology","May-2011",0,1
"Geo Semiconductor","Apr-2012",0,1
"GeoGraffiti","Nov-2007",0,1
"GeoIQ","Jul-2005",0,1
"GeoMetWatch","Jul-2013",0,1
"GeoOptics","Aug-2013",1,0
"GeoPay","Nov-2012",1,0
"GeoVantage","Sep-2012",0,1
"GeoVax","Apr-2012",0,1
"Geodelic Systems","Dec-2008",0,1
"Geoloqi","Jul-2011",0,1
"Geostellar","Apr-2011",0,1
"Gerson Lehrman Group","Mar-2006",0,1
"Get Satisfaction","Jan-2010",1,0
"Get.com","Sep-2011",0,1
"Get10","Sep-2011",0,1
"GetAFive","Nov-2012",0,1
"GetBack","Nov-2008",0,1
"GetFresh","Feb-2013",0,1
"GetGlue","Jan-2007",0,1
"GetGoing","Jan-2012",1,0
"GetHired.com","Jan-2012",0,1
"GetJar, Inc.","Nov-2007",0,1
"GetMyBoat","Mar-2013",0,1
"GetOne Rewards","May-2013",0,1
"GetQuik","Dec-2007",0,1
"Getable","Feb-2013",1,0
"Getaround","Aug-2012",1,0
"Giant Realm","May-2008",1,0
"Gibberin","Jan-2013",1,0
"Gifi","Jan-2010",0,1
"GiftCard.com","Jul-2007",1,0
"GiftRocket","Mar-2011",0,1
"Giftango","Oct-2009",0,1
"Giftiki","Apr-2011",1,0
"Giftly","Mar-2011",0,1
"GigaLogix","Feb-2007",0,1
"GigaOM","Jun-2006",0,1
"Gigamon","Feb-2010",0,1
"Gigi Hill","Jun-2011",0,1
"Gigit","May-2013",0,1
"Gigwalk","Oct-2012",1,0
"Gigya","Feb-2007",0,1
"Gigzolo","Jun-2013",0,1
"Giiv","Jan-2009",1,0
"Gild","Feb-2013",1,0
"Gilt Groupe","Nov-2007",0,1
"Ginger.io","Mar-2011",1,0
"Gingerd","Oct-2011",0,1
"Ginio.com","Jan-2007",0,1
"GinzaMetrics","Jan-2011",1,0
"Girls Guide To","Jan-2012",0,1
"GirlsAskGuys.com","Sep-2013",0,1
"Gist","May-2009",0,1
"GitHub","Jul-2012",0,1
"GiveCorps","May-2013",0,1
"GiveForward","Jul-2012",1,0
"GiveGab","Mar-2013",1,0
"Given Goods","May-2013",1,0
"Giveo","Dec-2010",0,1
"Givkwik","Apr-2012",1,0
"Gizmo.com","Nov-2011",0,1
"Gizmo5","Feb-2006",0,1
"Gizmoz","May-2007",0,1
"Glam Media","Jul-2004",0,1
"Glarity","Apr-2007",0,1
"Glass","Mar-2012",0,1
"GlassHouse Technologies","Jul-2001",0,1
"GlassPoint Solar","Jun-2010",1,0
"Glassdoor","Mar-2008",0,1
"Glaukos","Sep-2002",0,1
"Gleanster Research","Jan-2011",0,1
"GleeMaster","Mar-2012",0,1
"Glide Health","Aug-2009",0,1
"Glider","Aug-2012",1,0
"Glimpse","Jan-2006",0,1
"Gliph","May-2013",1,0
"Glisten","Jul-2013",0,1
"GloNav","Jun-2006",0,1
"Global Blood Therapeutics","Jun-2012",0,1
"Global Care Quest","May-2006",0,1
"Global Filmdemic","Feb-2012",1,0
"Global Fitness Media","Jan-2009",0,1
"Global Grind","Sep-2006",0,1
"Global Roaming","Feb-2007",0,1
"Global Weather","Mar-2012",0,1
"GlobalMedia Group","Oct-2012",0,1
"GlobalMotion","Dec-2009",0,1
"GlobalPrint Systems","Apr-2008",0,1
"GlobalTranz","Jan-2011",0,1
"GlobalWise Investments","Mar-2013",0,1
"Globe Icons Interactive","Mar-2013",0,1
"GlobeIn","Feb-2013",0,1
"GlobeSherpa","Mar-2012",0,1
"GlobeTrotr.com","Mar-2012",0,1
"Globial","Jan-2009",0,1
"Glocal","Sep-2011",0,1
"Glooko","Jan-2012",1,0
"Glossi, Inc","Oct-2012",0,1
"Glow","Aug-2013",0,1
"GlucoSentient","Nov-2012",0,1
"Glue Networks","Mar-2011",0,1
"Glycos Biotechnologies","May-2009",0,1
"Glyde","Jan-2007",0,1
"Gnip","Sep-2011",1,0
"GnuBIO","Dec-2010",1,0
"Go Overseas","Jan-2008",0,1
"Go Try It On","Nov-2012",1,0
"Go-Page Digital Media","Mar-2013",0,1
"GoChime","Dec-2011",1,0
"GoChongo","May-2007",0,1
"GoCrossCampus","Sep-2007",0,1
"GoGoPin","Jan-2007",0,1
"GoLIMS","Dec-2011",0,1
"GoLark","Nov-2007",0,1
"GoLive! Mobile","Aug-2006",1,0
"GoMango.com","Dec-2012",1,0
"GoMiles","Nov-2010",0,1
"GoMoto","Apr-2013",0,1
"GoPlanit","Jan-2008",0,1
"GoPollGo","Jul-2011",0,1
"GoSave","Jan-2012",1,0
"GoSpotCheck","Dec-2011",1,0
"GoTV Networks","Mar-2005",0,1
"GoToTags","Apr-2011",0,1
"GoYoDeo","Mar-2008",0,1
"GoalSpring Financial","Apr-2010",0,1
"Goalbook","Oct-2012",0,1
"Gobbler","Jan-2011",1,0
"Goblinworks","Jan-2013",1,0
"Goby","Oct-2010",0,1
"Gocella","Aug-2012",1,0
"Gogobot","Jun-2010",0,1
"Going","Jul-2007",0,1
"GoingOn","Jan-2007",1,0
"Gojee","Sep-2011",0,1
"Goko","Aug-2012",0,1
"Gold America","Oct-2011",0,1
"GoldSpot Media","Jan-2007",1,0
"Goldbely","Sep-2013",0,1
"Golden Reviews","Nov-2012",0,1
"Golf Pipeline","Dec-2012",0,1
"Gomez, Inc.","Feb-2000",1,0
"GonnaBe","Feb-2013",0,1
"Good + Geek","Jun-2013",1,0
"Good Eggs","Aug-2011",1,0
"Good Start Genetics","Sep-2010",0,1
"Good Works Now","Mar-2012",0,1
"Good.Co","Dec-2012",0,1
"GoodApril","May-2013",0,1
"GoodChime!","Apr-2011",0,1
"GoodClic","Apr-2010",0,1
"GoodData","Jul-2008",1,0
"GoodGuide","Jan-2009",0,1
"GoodPeople","Sep-2012",0,1
"GoodRx","Nov-2011",0,1
"GoodThreads","Aug-2011",0,1
"Goodfilms","Sep-2011",0,1
"Goodmail Systems","Oct-2005",0,1
"Goodreads","Dec-2009",1,0
"Goodybag","May-2012",0,1
"Goodzer","Jul-2010",1,0
"Goom Radio","Apr-2009",0,1
"Goomzee","Mar-2010",0,1
"Goowy","Apr-2006",0,1
"Goshi","Jun-2011",0,1
"GotGame","Apr-2008",1,0
"GotVoice","Oct-2006",0,1
"GottaPark","May-2010",1,0
"Gotuit","Dec-2002",0,1
"Gowalla","Feb-2008",0,1
"Gr8erMinds","Jul-2011",1,0
"GrabCAD","Feb-2011",1,0
"GradeFund","Nov-2011",0,1
"Gradient X","Jun-2012",0,1
"Graematter","May-2013",0,1
"Grand Rounds","May-2013",0,1
"Grand St.","Apr-2013",0,1
"GrandCentral","Jan-2006",0,1
"Granicus","Jan-2008",1,0
"GrantAdler","Nov-2009",0,1
"Grantoo","Apr-2012",1,0
"Grapevine Talk","Jan-2008",0,1
"Grapeword","Dec-2012",0,1
"GraphLab","May-2013",0,1
"GraphScience","Mar-2012",0,1
"Graphdive","Sep-2013",1,0
"Graphicly","Aug-2009",1,0
"Graspr","Jul-2008",0,1
"Grassroots Unwired","May-2012",0,1
"Gratafy","Aug-2013",1,0
"Gravie","Aug-2013",0,1
"Gravitant","Aug-2012",0,1
"Gravity","May-2009",0,1
"Gravy","Feb-2012",1,0
"Great Basin","Feb-2011",0,1
"GreatCall","Aug-2007",0,1
"GreatPoint Energy","Nov-2005",0,1
"Greatist","Jan-2013",0,1
"Greekdrop","Jan-2013",0,1
"Green Dot Corporation","Jan-2001",1,0
"Green Mountain Digital","Sep-2010",0,1
"Green Plug","Jan-2008",0,1
"Green Throttle Games","Aug-2012",0,1
"Green Zebra Grocery","Aug-2013",0,1
"GreenBiz Group","Jun-2008",0,1
"GreenBytes","Sep-2010",1,0
"GreenCloud","Apr-2013",0,1
"GreenGar","Apr-2013",1,0
"GreenGoose!","Jan-2011",1,0
"GreenLancer","Jul-2013",0,1
"GreenNote","Oct-2007",0,1
"GreenPoint Partners","Jun-2013",0,1
"GreenRay Solar","Jul-2009",0,1
"GreenWizard","Apr-2010",1,0
"Greencloud Technologies","Sep-2011",0,1
"Greener Expressions","Jan-2012",0,1
"Greenlight Technologies","Aug-2011",0,1
"Greenline Industries","Mar-2008",0,1
"Greenphire","Sep-2011",0,1
"Greenplum Software","Mar-2006",0,1
"Greenscreen Animals","Apr-2011",0,1
"Greenstack","Sep-2012",0,1
"Greentech Media","May-2007",0,1
"Greenvity Communications","Jun-2011",0,1
"Gremln","Dec-2012",0,1
"GrexIt","Nov-2011",1,0
"Greyson International","Aug-2012",0,1
"Greystripe","Oct-2006",0,1
"Grid2Home","Apr-2012",1,0
"GridApp Systems","Jul-2005",0,1
"GridCOM Technologies","Apr-2013",0,1
"GridGain Systems","Dec-2011",0,1
"GridNetworks","Oct-2007",1,0
"GridPoint","Jan-2006",0,1
"Gridco","Jul-2011",0,1
"Gridium","May-2012",0,1
"Gridpoint Systems","Jul-2007",0,1
"Gridstore","Dec-2010",1,0
"Gridtential Energy","Mar-2013",0,1
"GripeO","May-2013",0,1
"GroSocial","Jun-2012",1,0
"Grocery Shopping Network","Aug-2007",0,1
"Grocio","Nov-2008",1,0
"Grockit","Jun-2007",1,0
"Groove Customer Support","Feb-2012",1,0
"Grooveshark","Jan-2007",0,1
"Groovy Corp.","Jan-2007",0,1
"Ground Zero Group Corporation","May-2009",0,1
"GroundLink","Apr-2008",0,1
"GroundMetrics","Sep-2012",1,0
"Group Commerce","Jun-2010",0,1
"GroupCard","Jun-2009",0,1
"GroupFlier","Nov-2010",0,1
"GroupGifting.com DBA eGifter","Feb-2013",1,0
"GroupMe","Aug-2010",0,1
"GroupPrice","Jan-2012",0,1
"GroupTalent","Nov-2011",1,0
"GroupThat, Inc.","Jun-2013",0,1
"Grouper","May-2012",0,1
"Groupize.com","Jul-2013",0,1
"Grouply","Jan-2008",1,0
"Groupon","Jan-2007",1,0
"Groupsite","Dec-2009",0,1
"Grovo","Jul-2013",0,1
"Grow Mobile","Sep-2012",0,1
"GrowOp Technology","Sep-2011",1,0
"Growing Stars","Aug-2013",0,1
"Grows Up","Jan-2010",0,1
"GrubHub","Nov-2007",0,1
"Grubwithus","May-2011",0,1
"Guaranteach","Apr-2009",1,0
"Guardian 8 Holdings","Feb-2013",0,1
"Guardian Analytics","Jan-2006",0,1
"GuardianEdge Technologies","Jun-2005",0,1
"Guardtime","Apr-2010",0,1
"Guavus","Jun-2013",0,1
"Gudville","Jan-2012",0,1
"Guerillapps","Dec-2010",0,1
"Guess Your Songs","Dec-2011",0,1
"GuestCentric Systems","Jun-2007",0,1
"GuestSpan","Mar-2009",0,1
"Guestmob","Aug-2011",0,1
"Guide","Jul-2013",1,0
"GuideSpark","Aug-2013",0,1
"Guitar Party","Jul-2012",0,1
"GumGum","Dec-2007",1,0
"Gumiyo","Oct-2007",0,1
"Gumroad","May-2012",1,0
"Gust","Jan-2004",0,1
"GutCheck","Oct-2010",0,1
"Guzu","Feb-2011",0,1
"GuzzMobile","Feb-2012",0,1
"Gydget","Aug-2006",0,1
"Gyft","Sep-2013",0,1
"Gynesonics","Jan-2013",0,1
"H.BLOOM","Nov-2010",1,0
"H2Sonics","Jul-2012",0,1
"H5","Sep-2013",0,1
"HAM-IT","Oct-2007",0,1
"HAUL","Sep-2013",0,1
"HEMS Technology","Mar-2013",0,1
"HERO Network","Oct-2010",1,0
"HEXIO","Jan-2008",0,1
"HG Data Company","Oct-2010",0,1
"HID Labs","Aug-2008",0,1
"HIT Application Solutions","Mar-2012",0,1
"HItviews","Nov-2007",1,0
"HKS MediaGroup","Jun-2012",0,1
"HN Discounts Corporation","Oct-2011",0,1
"HOLLR","Sep-2011",0,1
"HOTELbeat","Dec-2012",0,1
"HStreaming","Feb-2013",0,1
"HUYA Bioscience International","Apr-2012",0,1
"HX Diagnostics","Feb-2009",0,1
"H_REL","Apr-2013",0,1
"Habit Labs","Aug-2011",0,1
"HackerRank","Jun-2011",0,1
"Hackruiter","Jun-2010",0,1
"Hadapt","Oct-2011",0,1
"Haiku Deck","Jul-2012",1,0
"Hakia","Nov-2006",0,1
"Half Off Depot","Jan-2013",0,1
"Hall","Jul-2013",1,0
"Hallspot","May-2013",0,1
"Hallway Social Learning Network","Sep-2012",0,1
"Halt Medical","Sep-2011",0,1
"Halton","Sep-2013",0,1
"Hampton Creek Foods","May-2013",1,0
"Handipoints","May-2007",1,0
"Handle","Jul-2012",1,0
"Handmark","Sep-2005",0,1
"Handshake","Jun-2013",0,1
"Handshakez","Mar-2013",0,1
"Hang w/","Jul-2013",0,1
"Hanger Network In-Home Media","Feb-2007",0,1
"Hangout Industries","Mar-2007",0,1
"Hangtime","Jun-2011",0,1
"Hansen Medical","Dec-2011",0,1
"Hanzo Archives","May-2013",0,1
"Happier Inc.","Jul-2012",0,1
"Happy Cloud","May-2013",1,0
"Happy Inspector","Jul-2012",0,1
"Hapyrus","Nov-2011",0,1
"HarQen","Jan-2010",1,0
"Hara","Jan-2008",0,1
"Hard 8 Games","Sep-2011",0,1
"HardMetrics","Dec-2006",0,1
"Hark","Nov-2007",0,1
"Harmony Information Systems","Dec-2006",0,1
"Harvest Automation","Jan-2010",1,0
"Harvest Power","Dec-2009",0,1
"HasOffers","May-2013",0,1
"HashTip","Apr-2012",0,1
"Hashable","Nov-2010",0,1
"Hatchbuck","Sep-2012",1,0
"HaulerDeals","Oct-2012",0,1
"Haute Secure","Jan-2007",1,0
"Have to Have","Jun-2012",0,1
"HaveMyShift","Sep-2009",0,1
"Hazelcast","Sep-2013",0,1
"HeadCase Humanufacturing","Aug-2006",0,1
"Headliner.fm","Sep-2009",1,0
"Healogica","Mar-2008",1,0
"Health & Bliss","Sep-2013",0,1
"Health Data Vision","Jan-2013",0,1
"Health Guru Media Inc.","Jan-2007",0,1
"Health Innovation Technologies","Nov-2011",0,1
"Health Options Worldwide","Jan-2011",1,0
"Health Plan One","Apr-2008",0,1
"Health eVillages","Aug-2013",0,1
"HealthCare.com","Jun-2007",0,1
"HealthCentral","Jan-2008",0,1
"HealthDataInsights","Aug-2005",0,1
"HealthEdge Software","Jan-2012",0,1
"HealthID Profile","Dec-2012",0,1
"HealthLok","Jan-2006",1,0
"HealthMicro","Jun-2010",1,0
"HealthPocket","Aug-2012",0,1
"HealthRally","Dec-2011",1,0
"HealthSouk","Feb-2012",0,1
"HealthTap","Dec-2011",1,0
"HealthWarehouse.com","May-2009",0,1
"Healtheo360","Jul-2012",0,1
"HealthiNation","Jan-2007",0,1
"Healthline Networks","Jan-2006",0,1
"Healthpointz","Jun-2013",0,1
"Healthrageous","Jun-2013",0,1
"Healthy Humans","Jul-2008",0,1
"Healthy Labs","May-2011",0,1
"HealthyMe Mobile Solutions","Sep-2013",0,1
"Heapsylon","Jul-2013",0,1
"Hearsay Social","Feb-2011",0,1
"Heartbeat","May-2011",0,1
"Heat Biologics","May-2012",0,1
"HeatSync","Jan-2013",0,1
"Heatwave Interactive","Jul-2008",0,1
"Heavy","Mar-2001",0,1
"HedgeCo","Apr-2008",0,1
"Hedgeye Risk Management","Jan-2013",0,1
"Hedvig","Jun-2012",0,1
"Heirloom Computing","Aug-2013",0,1
"HelioVolt","Jun-2005",0,1
"Helios Innovative Technologies","Apr-2013",0,1
"Helium","Oct-2008",0,1
"HellHouse Media","Feb-2009",0,1
"Hello Chair","Jun-2007",0,1
"Hello Music","Jan-2010",0,1
"Hello! Messenger","Mar-2010",1,0
"HelloWallet","May-2010",0,1
"Help Me Rent Magazine","Aug-2010",0,1
"Help Scout","Mar-2011",1,0
"HelpHive","Jul-2008",0,1
"HelpMeRent.com","Aug-2011",0,1
"HelpScore","Sep-2012",0,1
"Helpa","Jan-2013",0,1
"Helpful Alliance","Nov-2012",1,0
"Helpful Technologies","Dec-2008",0,1
"Helpshift, Inc.","Oct-2012",0,1
"HemoSonics","Jun-2013",0,1
"Hepregen","Sep-2008",0,1
"Here On Biz","Jan-2012",0,1
"Heroic","Oct-2011",0,1
"Heroku","May-2008",1,0
"HexaTech","Nov-2005",0,1
"Hey, Neighbor!","Jan-2011",0,1
"HeyBubble","Jan-2012",0,1
"Heysan","Jan-2007",1,0
"Heyzap","May-2009",1,0
"HiBeam Internet & Voice","Dec-2009",0,1
"HiGear","Oct-2011",0,1
"HiLo Tickets","Jan-2011",0,1
"Higgle","Dec-2011",0,1
"High Gear Media","Nov-2007",0,1
"HighGround","Dec-2012",0,1
"HighRoads","Feb-2013",0,1
"HigherNext","Sep-2010",0,1
"Highfive","Jul-2012",0,1
"Highlight","Feb-2012",0,1
"HighlightCam","Nov-2011",1,0
"Highlighter","Mar-2011",1,0
"Hinge","Oct-2012",0,1
"HipChat","Aug-2010",0,1
"HipLogic","Feb-2008",0,1
"HipLogiq","May-2013",0,1
"Hipmunk","Aug-2010",1,0
"Hipster","May-2011",0,1
"HireAHelper","May-2007",0,1
"HireArt","Jan-2012",0,1
"HireIQ Solutions","Mar-2011",1,0
"HireVue","Sep-2009",0,1
"Hired","Jan-2013",0,1
"HiringThing","Mar-2012",0,1
"HistoSonics","Feb-2010",0,1
"Histogen","Dec-2010",0,1
"Histogenics","Jul-2012",0,1
"Histros","Jan-2012",0,1
"Hit Systems","Sep-2008",0,1
"HitFix","Apr-2009",1,0
"Hitpost","Aug-2010",1,0
"HiveLive","Feb-2008",1,0
"Hively","Nov-2011",0,1
"Hivext Technologies","Apr-2012",0,1
"Hoana Medical","Jan-2012",0,1
"Hollywood Interactive Group","Sep-2008",0,1
"Home Team Therapy","Jun-2012",0,1
"Home-Account","Apr-2009",0,1
"HomeAway","Jan-2005",0,1
"HomeLight","Nov-2012",0,1
"HomeWellness","Aug-2013",0,1
"Homejoy","Mar-2013",0,1
"Homeowners of America Holding","Nov-2005",0,1
"Homeschool Snowboarding","Nov-2011",0,1
"Homesnap","Jul-2009",1,0
"Hone and Strop","Jul-2011",0,1
"Honest Buildings","Sep-2012",1,0
"Honestly Now","Sep-2011",0,1
"Honey","Jun-2013",0,1
"Honk","Mar-2009",0,1
"Hooja","Dec-2007",0,1
"Hook Mobile","Jan-2007",0,1
"HookLogic","Sep-2011",0,1
"Hooked Media Group","May-2009",1,0
"Hoopla Software","Jun-2012",0,1
"Hoot.Me","May-2011",0,1
"HopStop.com","Jan-2008",0,1
"Hope Street Media","Jun-2011",0,1
"HopeLab","Jan-2005",0,1
"Hoppit","Jul-2012",0,1
"Hopscot.ch","Jan-2011",0,1
"Horizon Data Center Solutions","Jul-2013",0,1
"Horizon Pharma","Feb-2012",1,0
"Horse Sense Shoes","May-2012",0,1
"Hortonworks","Jun-2011",0,1
"Hoseanna","Feb-2011",0,1
"Host Committee","Dec-2012",0,1
"Hot Potato","Nov-2009",0,1
"HotClickVideo","Oct-2009",0,1
"HotLink","Aug-2011",0,1
"HotPads","Mar-2007",0,1
"Hotel Booking Solutions Incorporated","Mar-2005",0,1
"HotelTonight","May-2011",0,1
"Hotelicopter","Nov-2008",0,1
"Hotelzilla","Jan-2013",0,1
"Hotlist","May-2010",1,0
"Hotswap","Jan-2007",0,1
"Houdini, Inc.","Jun-2012",0,1
"HourVille","Aug-2009",0,1
"HourlyNerd","Sep-2013",0,1
"House Party","Jan-2006",0,1
"HouseFix","Mar-2012",0,1
"HouseTab","Nov-2012",1,0
"Househappy","Mar-2012",0,1
"Houston Medical Robotics","Mar-2012",0,1
"Houzz","Nov-2010",0,1
"Hover 3D","Dec-2012",0,1
"HowAboutWe","Sep-2010",0,1
"Howcast","Feb-2008",1,0
"HubCast","Nov-2007",0,1
"HubChilla","Jan-2012",0,1
"HubHuman","Sep-2013",0,1
"HubPages","Aug-2007",0,1
"HubSpot","Sep-2007",1,0
"Hubkick","Mar-2011",0,1
"Hublished","Jun-2013",0,1
"Hubskip","Sep-2012",1,0
"Huddler","Jul-2009",1,0
"Hug Energy","Sep-2010",0,1
"Hukkster","Nov-2012",1,0
"Hulafrog","May-2013",0,1
"Hullabalu","Jun-2013",1,0
"Human Demand","Mar-2013",0,1
"HumanAPI","May-2013",0,1
"HumanCentric Performance","Dec-2012",0,1
"Humanoid","Dec-2010",1,0
"Humedica","Oct-2009",0,1
"Hunch","Mar-2009",1,0
"HuntForce","Sep-2013",1,0
"Hurricane Party","May-2010",0,1
"HyTrust","Apr-2009",0,1
"HydroBuilder.com","Sep-2011",0,1
"HydroPoint Data Systems","Nov-2004",0,1
"Hygeia Personal Care Products","Jan-2008",0,1
"Hypecal","Mar-2013",0,1
"Hypemarks","Jun-2012",1,0
"Hyper Wear","Jun-2011",0,1
"HyperBranch Medical Technology","Jun-2012",1,0
"HyperQuest","Mar-2012",0,1
"HyperStealth Biotechnology","Jun-2013",0,1
"Hyperfair","Dec-2012",0,1
"Hyperic","May-2006",0,1
"Hyperion Power Generation","Jun-2008",0,1
"Hyperpot","Jun-2008",1,0
"Hyperpublic","Sep-2010",0,1
"Hyphen 8","Oct-2007",0,1
"I Am Advertising","Jul-2009",0,1
"I Am Smart Technology","Jan-2008",0,1
"I Had Cancer","Jul-2011",0,1
"I Just Shared","Nov-2010",0,1
"I Need a Table","Jan-2012",0,1
"I-Shake","Jan-2009",0,1
"I.Predictus","Jun-2013",0,1
"IActionable","Oct-2010",1,0
"IActive","Feb-2010",1,0
"ICEdot","Apr-2013",0,1
"ICRTec","Nov-2012",0,1
"ID Analytics","May-2002",0,1
"ID Watchdog","May-2013",1,0
"ID.me","Mar-2013",0,1
"ID8-Mobile","Nov-2010",0,1
"IDC Projects","Aug-2012",0,1
"IDSS Holdings","Dec-2012",0,1
"IDverge","Nov-2011",0,1
"IEX Group","Jul-2012",0,1
"IFTTT","Jan-2012",0,1
"IForem","Mar-2007",1,0
"IGA Worldwide","Feb-2006",0,1
"IGI LABORATORIES","Jan-2013",0,1
"IM5","Aug-2013",0,1
