"company_name","mth_yr","has_second","no_second"
"Massachusetts Clean Energy Center","Sep-2013",0,1
"Massive Health","Feb-2011",0,1
"Masterseek","May-2007",1,0
"MasteryConnect","Oct-2009",1,0
"Matatena Games","Jan-2011",0,1
"MatchMine","Sep-2007",0,1
"Matcha","Jun-2012",1,0
"Matchbook","Feb-2012",0,1
"Matchpin","May-2011",0,1
"Matchpoint Careers","Apr-2011",0,1
"Material Mix","May-2012",1,0
"Material Wrld","Dec-2012",0,1
"Materna Medical","Dec-2010",0,1
"Maternova","Jul-2012",0,1
"Mattermark","Oct-2012",1,0
"Matterport","Mar-2013",1,0
"Mavatar","Jan-2013",0,1
"Maven","Jul-2010",1,0
"Mavenir Systems","Jul-2006",0,1
"Maventus Group","Jan-2010",0,1
"Mavizon","Jan-2010",1,0
"Max-Viz","Jan-2008",0,1
"MaxPoint Interactive","Sep-2010",0,1
"MaxTradeIn.com","Dec-2012",1,0
"MaxWest Environmental Systems","Aug-2008",0,1
"Maximum Balance Foundation","Jan-2005",0,1
"Maximus Media Worldwide","Jun-2012",0,1
"Maxpanda SaaS Software","Oct-2012",0,1
"Maxplore Technologies","Nov-2008",0,1
"Maxtena","Nov-2012",0,1
"Maxwell Health","Aug-2013",0,1
"Maxymiser","Jan-2009",0,1
"Maya's Mom","Oct-2006",0,1
"Mayomi","Jan-2009",0,1
"McGinleOrthopaedic Innovations","Oct-2012",0,1
"McKinstry Reklaim","Aug-2007",0,1
"Me!Box Media","Jun-2010",0,1
"MeFeedia","Mar-2008",0,1
"MeMeMe","Apr-2011",0,1
"Meal Ticket","Jun-2012",1,0
"MedAdherence","Dec-2011",0,1
"MedCPU","Sep-2011",0,1
"MedCenterDisplay","Jul-2012",0,1
"MedCity News","Dec-2008",0,1
"MedClaims Liaison","Mar-2012",0,1
"MedClimate","Dec-2011",0,1
"MedGRC","Jan-2013",1,0
"MedImpact Healthcare Systems","Sep-2013",0,1
"MedPassage","Nov-2012",0,1
"MedSynergies","Jul-2013",0,1
"MedVentive","Oct-2006",0,1
"Medafor","Sep-2012",0,1
"Medalogix","Jun-2012",0,1
"Medaxion","Sep-2011",1,0
"Meddik","May-2012",1,0
"MedeFile International","Apr-2012",1,0
"MediKeeper","Oct-2007",0,1
"MediQuest Therapeutics","Jun-2006",0,1
"MediSwipe","May-2013",0,1
"MediVision","Oct-2010",0,1
"Media Armor","May-2011",1,0
"Media Convergence Group","Apr-2012",1,0
"Media Lantern","Mar-2008",0,1
"Media Machines","Aug-2007",0,1
"Media Retrievers","Jan-2013",0,1
"Media Temple","Dec-2012",0,1
"MediaBrix","May-2011",0,1
"MediaCrossing Inc.","Jan-2013",0,1
"MediaHound","Aug-2011",0,1
"MediaMorph","Feb-2012",0,1
"MediaPlatform","Jan-2006",0,1
"MediaRoost","May-2011",0,1
"MediaSilo","Jan-2013",0,1
"MediaSpike","Jul-2012",0,1
"MediaWheel","Feb-2008",0,1
"Mediafly","Mar-2012",0,1
"Medialets","May-2009",0,1
"MedicaMetrix","Jan-2013",0,1
"Medico.com","Jun-2011",0,1
"Medify","Aug-2011",0,1
"Medikly","Feb-2013",0,1
"Medimetrix Solutions Exchange","May-2012",0,1
"Mediprocity","May-2012",0,1
"Meditope Biosciences","Jul-2013",0,1
"Medivantix Technologies","Mar-2011",0,1
"Medivo","Nov-2011",0,1
"Medlert","Jan-2012",1,0
"Medley Health","Oct-2011",0,1
"Medlio","Jun-2013",0,1
"Medmonk","Jan-2012",0,1
"Medseek","Mar-2012",0,1
"Medtrics Lab","Aug-2013",0,1
"Medwhat.com","Jun-2013",0,1
"MeeVee","Feb-2005",0,1
"Meebo","Dec-2005",1,0
"MeetCute","Apr-2012",0,1
"MeetMe","Nov-2010",0,1
"MeetMe, Inc.","Jan-2007",0,1
"MeetMeTix","Oct-2012",0,1
"MeetMoi","Jun-2007",0,1
"MeetingSense Software","Jul-2007",0,1
"MeetingSprout","Apr-2011",0,1
"Meetup","Dec-2002",0,1
"Meez","Jan-2005",0,1
"Meldium","Jul-2013",0,1
"Melior Discovery","Apr-2006",1,0
"MemSQL","Jul-2011",1,0
"Member Desk","Jun-2011",0,1
"MemberPlanet","Sep-2013",0,1
"Memeo","Jan-2007",0,1
"Memetales","Oct-2011",0,1
"Memoir","Jul-2011",0,1
"Memoir Systems","Oct-2010",0,1
"Memolane","Nov-2011",1,0
"Memorandom","Jul-2011",0,1
"Memorop","Dec-2009",0,1
"MemoryBistro","Feb-2011",0,1
"Memrise","Mar-2011",1,0
"MenoGeniX","Jul-2012",0,1
"Mention Mobile","Nov-2011",0,1
"MentorMob","Jan-2012",0,1
"Meograph","Jun-2013",1,0
"Meraki","Dec-2006",1,0
"Mercatus","Jun-2013",0,1
"Mercent Corporation","Jan-2005",0,1
"Merchant Atlas","Apr-2011",0,1
"Merchant Exchange","Jun-2013",0,1
"MerchantCircle","Jun-2006",0,1
"Merchantry","Sep-2010",0,1
"Mercora","Jan-2005",0,1
"Mercury Continuity","Apr-2013",0,1
"Mercury Intermedia","Jan-2007",0,1
"Mercury Payment Systems","May-2012",0,1
"Meridian","Sep-2011",0,1
"Mersana Therapeutics","Jul-2012",0,1
"Mersive","Oct-2012",0,1
"Mertado","Sep-2011",0,1
"Message Bus","Mar-2011",0,1
"Message Systems","Mar-2010",0,1
"MessageCast","Mar-2005",0,1
"MessageMe","Jul-2012",1,0
"MessageParty","Jun-2010",0,1
"Messagemind","Sep-2012",0,1
"Meta Industries","Jan-2007",0,1
"MetaCert","Jul-2012",0,1
"MetaFarms","Aug-2012",0,1
"MetaLINCS","Jul-2005",0,1
"MetaLayer","Sep-2012",1,0
"MetaLogics","Dec-2011",0,1
"MetaMed","Sep-2012",0,1
"MetaNotes","Jan-2008",0,1
"Metacloud","Jun-2013",0,1
"Metaconomy","Dec-2009",0,1
"Metagenomix","Apr-2010",0,1
"Metago","Jul-2011",0,1
"Metamarkets","May-2011",1,0
"Metaplace","Jan-2007",0,1
"Metaresolver","Mar-2012",0,1
"Metaweb Technologies","Mar-2006",0,1
"Meteor","Oct-2011",1,0
"Metis Secure Solutions","Mar-2012",1,0
"MetraTech","Sep-2012",0,1
"Metreos Corporation","Oct-2004",1,0
"MetricStream","Feb-2013",0,1
"MetroFlats.com","Aug-2010",0,1
"MetroGames","Mar-2010",0,1
"MetroMile","Jan-2012",0,1
"Mevio","Jul-2005",0,1
"MiNOWireless","Apr-2006",0,1
"MiNeeds","Jul-2008",1,0
"MiRTLE Medical","May-2013",0,1
"Miami Instruments","Nov-2011",0,1
"Mibio","Dec-2011",0,1
"Micello","Jan-2009",0,1
"MicroPhage","Jul-2007",1,0
"MicroTransponder","Sep-2013",0,1
"Microchip Biotechnologies","Aug-2006",0,1
"Microfabrica","Jan-2012",0,1
"Microryza","Mar-2013",0,1
"Microvi Biotechnologies","Jan-2009",0,1
"Middle Peak Medical","Jun-2013",0,1
"MightyMeeting","May-2010",0,1
"MightyQuiz","Jan-2008",0,1
"MightyText","Jan-2011",0,1
"Migo.me","Jul-2013",0,1
"Mile High Organics","Jun-2012",1,0
"MilePoint","Feb-2011",0,1
"MileWise","Jan-2011",0,1
"Milestone Software","Feb-2012",0,1
"Milk","Nov-2011",1,0
"Mill River Labs","Jan-2008",0,1
"Mill33","Dec-2012",1,0
"Millennial Media","Jan-2007",0,1
"Million Dollar Earth","Mar-2011",0,1
"Milo","Nov-2008",1,0
"Milyoni","May-2011",0,1
"Mimeo","Jan-2005",1,0
"Mimoco","Jan-2009",1,0
"Mimvi","Mar-2012",0,1
"Min.us","Aug-2011",0,1
"Minbox","May-2012",0,1
"Mind Pirate","Jul-2013",0,1
"Mind-Alliance Systems","Jan-2007",0,1
"MindBites","Mar-2008",0,1
"MindChild Medical","Oct-2012",0,1
"MindMixer","Mar-2011",1,0
"MindSumo","Mar-2012",0,1
"Mindbloom","Oct-2008",0,1
"Mindframe","May-2012",0,1
"Mineful","Sep-2011",0,1
"Minekey","Aug-2007",1,0
"MineralTree","Jun-2012",0,1
"Minetta Brook","Jul-2013",0,1
"Mingleplay","Jan-2010",0,1
"Mingly","Nov-2011",0,1
"Mingyian","Jul-2013",0,1
"MiniTime","Nov-2012",0,1
"Ministry of Supply","Sep-2013",0,1
"Minneapolis Biomass Exchange","Dec-2012",0,1
"MinoMonsters","Feb-2011",1,0
"Minor Studios","Jan-2009",0,1
"Mint.com","Apr-2007",1,0
"Minted","Jul-2008",0,1
"Minyanville","May-2009",0,1
"Mira Dx","Jul-2010",0,1
"Mirabilis Medica","Jun-2013",0,1
"Mirage Endoscopy Center","Sep-2013",0,1
"Miragen Therapeutics","Jan-2012",1,0
"Mirantis","Jan-2013",1,0
"Mirina","Apr-2010",0,1
"Miselu Inc.","Jun-2011",1,0
"MiserWare","Oct-2008",0,1
"Misfit Wearables","Apr-2012",0,1
"Mismi","Feb-2013",0,1
"Miso","May-2010",1,0
"Miso Media","Dec-2010",1,0
"Mission Markets","May-2013",0,1
"Mission Motors","Oct-2008",0,1
"Mission Research","Nov-2006",0,1
"Mistral Mobile Corporation","Oct-2012",0,1
"Mitro","Sep-2013",0,1
"Mix & Meet","Mar-2008",0,1
"MixRank","Nov-2011",0,1
"Mixaloo","Mar-2007",0,1
"Mixamo","Jul-2009",0,1
"Mixbook","Jan-2008",0,1
"Mixer Labs","Jun-2009",1,0
"Mixercast","May-2005",0,1
"Mixpanel","May-2011",1,0
"Mixpo","Jan-2006",0,1
"Mixx","Sep-2007",1,0
"Miyowa","Sep-2006",0,1
"Mnemosyne Pharmaceuticals","Feb-2012",1,0
"MoBeam","Oct-2011",1,0
"MoFuse","Aug-2008",0,1
"MoPix","Oct-2011",1,0
"MoPub","Dec-2010",1,0
"MoVoxx","Oct-2008",0,1
"Moat","Jan-2010",1,0
"Mob Science","Feb-2012",1,0
"Mob.ly","Mar-2008",0,1
"MobPanel","Sep-2009",0,1
"MobSmith","Apr-2011",0,1
"MobSoc Media","Jul-2013",0,1
"Mobclix","Sep-2008",0,1
"Mobee","Nov-2012",0,1
"MobiMagic","May-2011",0,1
"MobiTV","Jan-2003",0,1
"MobiTX","Mar-2008",0,1
"Mobicious","Jun-2007",0,1
"Mobifusion","Mar-2007",0,1
"Mobile Armor","Jun-2007",0,1
"Mobile Content Networks","Oct-2006",0,1
"Mobile Experience","Apr-2013",0,1
"Mobile Health Consumer","Aug-2012",0,1
"Mobile Labs","Apr-2013",0,1
"Mobile Location, IP","Jun-2011",0,1
"Mobile Pulse","Jul-2012",0,1
"Mobile Roadie","Oct-2012",0,1
"Mobile Shareholder","Jul-2012",0,1
"Mobile Theory","May-2010",0,1
"MobileDay","Nov-2012",1,0
"MobileDevHQ","Dec-2012",1,0
"MobileIron","Mar-2008",1,0
"MobileMD","Jan-2010",0,1
"MobileRQ","Sep-2013",0,1
"MobileSpaces","Aug-2012",0,1
"Mobilewalla","Jan-2013",0,1
"Mobilization Labs","Sep-2006",1,0
"Mobilligy","Aug-2012",0,1
"Mobiplex","Oct-2012",0,1
"Mobiquity","Mar-2011",0,1
"Mobisante","Jun-2013",0,1
"Mobissimo","Apr-2004",0,1
"Mobius Microsystems","Jan-2006",0,1
"Mobius Power","Jun-2007",0,1
"Mobixell Networks","Jul-2008",0,1
"Moblyng","Jan-2007",1,0
"MoboTap","Jul-2011",0,1
"Mobui","Oct-2008",0,1
"Mocana","Sep-2006",1,0
"Mocapay","Jul-2007",0,1
"Mocavo","Aug-2011",1,0
"Mochi Media","Mar-2008",0,1
"MocoSpace","Aug-2007",0,1
"ModCloth","Jun-2008",1,0
"Modabound","Jul-2013",0,1
"Modavanti.com","Jun-2013",0,1
"ModeWalk","Jan-2012",0,1
"Model Metrics","Oct-2008",0,1
"Modelinia","Apr-2008",0,1
"Modenus","Aug-2010",0,1
"Modera.co","Jun-2012",0,1
"Modern Feed","Apr-2007",0,1
"Modern Guild","Mar-2013",0,1
"Modern Message","Jun-2013",0,1
"Modiv Media","Dec-2007",0,1
"Modo Labs","Oct-2011",0,1
"Modria","Jul-2013",1,0
"Modulus","Jul-2012",0,1
"Modulus Video","Mar-2004",0,1
"Modus eDiscovery","Jun-2013",0,1
"Mogad","Aug-2007",0,1
"Moglue","Mar-2012",1,0
"MogoTix","Aug-2010",0,1
"Mogotest","Mar-2010",0,1
"Mogreet","Aug-2007",0,1
"Mojiva","Nov-2008",1,0
"Mojo Motors","May-2012",1,0
"MojoPages","Jun-2009",0,1
"MokiMobility","Apr-2013",0,1
"Molecular Imaging","May-2011",1,0
"Molecular Templates","May-2009",0,1
"Mom Trusted","Jun-2012",0,1
"Moment.me","May-2012",0,1
"MomentFeed","Jul-2011",1,0
"Momo Networks","Dec-2009",0,1
"Monaeo","Jan-2013",1,0
"Monetate","Jan-2008",1,0
"MoneyDesktop","Apr-2010",1,0
"MoneyReef","Jan-2012",0,1
"Moneylib","Oct-2012",0,1
"MongoDB, Inc.","Jul-2008",0,1
"MongoHQ","Jun-2011",1,0
"Monkey Analytics","Mar-2010",0,1
"Monkeysee","Jan-2008",0,1
"Monogram","Aug-2012",1,0
"Montage Healthcare Solutions","Apr-2012",0,1
"Monthlys","Mar-2012",0,1
"Months Of Me","Jun-2011",0,1
"MooBella","Sep-2009",0,1
"MoodMe","Aug-2012",1,0
"Moodswiing","Aug-2013",0,1
"Moogi","Jan-2008",0,1
"MoonClerk","Jul-2012",0,1
"Moonfrye","Apr-2013",0,1
"Moonshado","Dec-2009",0,1
"Moovweb","Mar-2013",1,0
"Moprise","Jul-2011",0,1
"Morphlabs","Feb-2011",0,1
"Morta Security","Feb-2013",0,1
"Mortar Data","Jan-2012",1,0
"Mosaic","May-2012",1,0
"Mosaic Biosciences","Nov-2011",0,1
"Mosaic Storage Systems","Feb-2013",0,1
"Moseo (SeniorHomes.com)","Mar-2010",1,0
"Mosoro","Jan-2012",0,1
"Motally","Jun-2009",0,1
"Moteiv","Oct-2006",0,1
"MotherKnows","Jul-2011",1,0
"Motif Investing","Jul-2011",0,1
"Motion Dispatch","Jul-2012",0,1
"Motion Math","Mar-2011",0,1
"Motionbox","Sep-2006",0,1
"Motionloft","Sep-2010",0,1
"Motionsoft","Oct-2012",0,1
"Motista","Mar-2011",0,1
"Motorator","Dec-2007",0,1
"Motostrano","Jan-2005",0,1
"Movable","Jun-2013",0,1
"MovableInk","Jul-2011",0,1
"Movatu","Jan-2013",0,1
"Movaya","Jan-2007",0,1
"Move Networks","Dec-2006",0,1
"MoveThatBlock.com","Sep-2011",0,1
"MoveableCode, Inc.","Jan-2009",1,0
"Moveline","Oct-2012",1,0
"Moven","Aug-2012",1,0
"Moverati","Jan-2010",0,1
"Movero Technology","Jun-2007",0,1
"MoviePass","Feb-2011",0,1
"Movigo","Feb-2013",0,1
"Movik Networks","Feb-2008",0,1
"Moving Off Campus","Feb-2013",1,0
"MovingHealth","Mar-2007",0,1
"Movitas Mobile","Jul-2010",0,1
"Moxe Health","Oct-2012",0,1
"Moxie Jean","Jun-2012",0,1
"Moximed","Dec-2011",0,1
"Moxsie","Jun-2008",0,1
"Moxtra","Sep-2013",0,1
"Moz","Sep-2007",0,1
"Mozenda","Aug-2010",0,1
"Mozes","Feb-2007",0,1
"Mozilla","Jan-2005",0,1
"Mozio","Jun-2012",0,1
"Mozy","May-2005",0,1
"Mr. Number","Aug-2011",0,1
"Mr. Youth","Feb-2009",1,0
"Mu Dynamics","Jan-2005",0,1
"Muchness","Sep-2013",0,1
"MuleSoft","Oct-2006",0,1
"Multistat","Jan-2007",0,1
"Mumboe","Oct-2006",0,1
"Munchery","Jan-2012",1,0
"Munchkin Fun","May-2013",0,1
"Murfie","Jan-2012",0,1
"MuseStorm","Jul-2007",1,0
"Music Intelligence Solutions","Dec-2006",0,1
"Music Mastermind","Feb-2010",0,1
"Music180.com","Dec-2009",0,1
"MusicGremlin","Dec-2003",0,1
"MusicHype","Feb-2012",1,0
"MusicSiren","Dec-2012",1,0
"MusicXray","Apr-2012",0,1
"Musicshake","Aug-2006",0,1
"MutualMind","Aug-2012",1,0
"Muziwave.com","Aug-2012",1,0
"Muzy","Jun-2013",0,1
"Muzzley","Mar-2013",1,0
"Mx Orthopedics","Nov-2011",0,1
"My Best Interest","May-2008",0,1
"My Damn Channel","Aug-2007",0,1
"My Dog Bowl","Jul-2013",0,1
"My Friend's Lane","Apr-2012",0,1
"My Health Direct","Dec-2009",0,1
"My Healthy World","Mar-2013",0,1
"My Online Camp","Apr-2006",1,0
"My Team Zone","Jun-2008",0,1
"My Top 10","Jul-2009",0,1
"My eShoe","Aug-2010",0,1
"My1login","Jun-2013",1,0
"MyAcademicProgram","Dec-2011",0,1
"MyBuys","Mar-2013",1,0
"MyCabbage","Mar-2011",0,1
"MyCityFaces","Jan-2008",0,1
"MyCityWay","May-2010",1,0
"MyClean","Mar-2013",0,1
"MyCoop","Jan-2013",0,1
"MyDoorman","Jan-2011",0,1
"MyDrobe","Jun-2012",0,1
"MyEdu","Jan-2009",0,1
"MyEnergy","Feb-2011",1,0
"MyFit","Nov-2009",0,1
"MyFitnessPal","Aug-2013",0,1
"MyHealthTeams","Aug-2012",0,1
"MyLife","Apr-2007",1,0
"MyLifeBrand","Oct-2007",0,1
"MyLikes","Nov-2010",1,0
"MyMedLeads.com","Apr-2010",0,1
"MyMiniLife","Nov-2007",1,0
"MyNewFinancialAdvisor","Sep-2013",0,1
"MyNewPlace","Mar-2006",0,1
"MyNines","Apr-2010",0,1
"MyOtherDrive","Aug-2008",0,1
"MyPerfectGift.com","Nov-2012",0,1
"MySQL","Nov-2001",0,1
"MySalescamp","Feb-2013",0,1
"MySocialCloud.com","Mar-2012",0,1
"MyStore.com","Apr-2008",1,0
"MyStudiyo.com","Jan-2007",0,1
"MyTime","May-2012",0,1
"MyToons","Jan-2007",0,1
"MyTrade","Jan-2007",0,1
"MyTraining","Mar-2012",1,0
"MyVR","Sep-2012",0,1
"MyVerse","Jul-2010",0,1
"Mybandstock","May-2010",0,1
"Myfacepage","May-2007",0,1
"Mykonos Software","Jan-2012",0,1
"Myndnet","Jun-2007",0,1
"MyoKardia","Sep-2012",0,1
"Mytopia","Mar-2009",1,0
"Myxer","Sep-2007",0,1
"N-Sided","Jun-2006",0,1
"N2Care","Feb-2012",0,1
"N4MD","Sep-2011",0,1
"NATION Technologies","Jan-2011",0,1
"NBD Nanotechnologies Inc","Aug-2012",1,0
"NCR","Jan-2012",0,1
"NComputing","Oct-2006",0,1
"NEMO Equipment","Feb-2012",0,1
"NEONC Technologies","Aug-2012",0,1
"NETpeas","Mar-2010",1,0
"NEXAGE","Feb-2008",1,0
"NEXGRID","Nov-2012",1,0
"NG Advantage","Mar-2013",0,1
"NGM Biopharmaceuticals","Feb-2008",1,0
"NKT Therapeutics","Mar-2009",0,1
"NOTIK","Jan-2012",0,1
"NOWBOX","May-2010",1,0
"NOZA","Oct-2006",1,0
"NP Photonics","Jul-2005",1,0
"NSC","Jun-2005",1,0
"NSFW Corporation","Jun-2013",1,0
"NTB Media","Jan-2009",0,1
"NVELO","Jul-2011",0,1
"NVISION MEDICAL","Dec-2011",0,1
"NX Pharmagen","Jan-2012",0,1
"Nabsys","May-2009",0,1
"Naiku","Oct-2011",0,1
"Nail Your Mortgage","Oct-2009",0,1
"Naked Rebel Winery","Nov-2012",0,1
"Nalace Corporation","Apr-2012",0,1
"Namely","Oct-2012",1,0
"Namesake","Sep-2011",0,1
"Namo Media","Mar-2013",0,1
"Nangate","Apr-2006",0,1
"Nanigans","Apr-2013",1,0
"Nano Network Engines","Oct-2006",0,1
"Nano Terra","Dec-2010",0,1
"NanoAntibiotics","Jul-2013",0,1
"NanoDetection Technology","Nov-2010",1,0
"NanoRacks","Jun-2011",1,0
"NanoSatisfi","Feb-2013",1,0
"NanoVasc","Mar-2008",0,1
"Nanoogo","Nov-2012",1,0
"Nanosolar","Jun-2003",0,1
"Nanostellar","Jun-2004",0,1
"Nantero","Oct-2001",0,1
"Napera Networks","Nov-2008",0,1
"Napkin Labs","Dec-2010",0,1
"Nara Logics","Jun-2012",0,1
"Naroomi","Apr-2012",0,1
"Narrable","Jan-2012",0,1
"Narrative Science","Jan-2011",0,1
"Narvalous","Nov-2010",0,1
"Nasseo","Feb-2013",0,1
"Nasty Gal","Mar-2012",0,1
"Nasuni","Dec-2009",0,1
"NatSent","Feb-2010",0,1
"NationBuilder","Mar-2012",1,0
"National Banana","Jun-2007",0,1
"National Transcript Center","Jan-2006",0,1
"NativeEnergy","Sep-2007",0,1
"NativeX","May-2000",0,1
"Nativo","Jun-2010",1,0
"Natural Cleaners Colorado","Aug-2008",0,1
"NaturalPath Media","Dec-2006",0,1
"NatureBox","Jul-2013",1,0
"Naurex","May-2011",0,1
"Nautilus Neurosciences","Mar-2010",1,0
"Navic Networks","Feb-2000",0,1
"Nayatek","Dec-2008",0,1
"NearVerse","Apr-2010",0,1
"NearWoo","Aug-2013",0,1
"NearbyNow","Jun-2006",0,1
"Nearpod","Mar-2013",0,1
"Neato Robotics","Aug-2013",0,1
"NebuAd","Jul-2007",0,1
"Nectar Online Media","Jul-2012",1,0
"Needle","Feb-2011",0,1
"Needly","Aug-2013",0,1
"Nefsis","Nov-2004",1,0
"NeighborGoods","Apr-2009",0,1
"NeighborMD","Jan-2012",0,1
"NeighborOil","May-2011",0,1
"Neighborland","Apr-2012",0,1
"Nelbee","Jun-2011",0,1
"Neocleus","Jul-2006",0,1
"Neon labs","Apr-2013",0,1
"Neopolitan Networks","Jun-2007",0,1
"NephroGenex","Jul-2007",0,1
"Neptune Mobile Devices","Aug-2010",0,1
"NerVve Technologies","Aug-2012",0,1
"Ness Computing","Jul-2011",0,1
"Nest Labs","Sep-2010",0,1
"Nestio","Jul-2011",1,0
"NetBase Solutions","Jun-2005",1,0
"NetBeez","Jul-2013",0,1
"NetHooks","Jan-2009",0,1
"NetPlenish","May-2012",0,1
"NetProspex","Feb-2008",1,0
"NetShelter Technology Media","Dec-2008",0,1
"NetSpark","Jan-2008",0,1
"NetStreams","Jan-2004",0,1
"Netbooks","May-2012",1,0
"Netcipia","Aug-2007",0,1
"Netcordia","Jun-2005",0,1
"Netgamix Inc","Jan-2012",1,0
"Netlist","Aug-2013",0,1
"Netotiate","Jun-2011",1,0
"Netpulse","Oct-2009",0,1
"Netrepid, Inc.","Sep-2013",0,1
"Netsertive","Sep-2010",0,1
"Nettle","Aug-2011",0,1
"Network Chemistry","Apr-2005",0,1
"Network Hardware Resale","Aug-2012",0,1
"Networked Insights","Apr-2010",1,0
"NetworkingPhoenix.com","Jan-2009",0,1
"Neu Industries","Dec-2011",0,1
"NeuVerus Health","Jan-2011",0,1
"Neumitra","Jun-2012",1,0
"NeurOptics","Nov-2011",0,1
"NeuralStem","Apr-2013",0,1
"Neurala","Feb-2013",0,1
"Neuraltus Pharmaceuticals","May-2012",1,0
"NeuroTronik","Jun-2013",0,1
"NeuroVigil","May-2008",1,0
"NeurogesX","Nov-2012",1,0
"Neuronetrix","Jan-2012",0,1
"Neuronex","Oct-2010",0,1
"Neuropure","Mar-2007",0,1
"Neuros Medical","Jul-2012",0,1
"Neurotrope Bioscience","Sep-2013",0,1
"Neverware","May-2013",0,1
"Nevolution","Apr-2011",1,0
"New Avenue Inc","Jan-2009",1,0
"New Body MD","Sep-2011",0,1
"New Century Hospice","Oct-2011",0,1
"New Era Portfolio","Jan-2012",0,1
"New Haven Pharmaceuticals","Oct-2012",0,1
"New Healthcare Enterprises","Jun-2012",0,1
"New Relic","Apr-2008",0,1
"NewAer","Dec-2012",1,0
"NewCondosOnline","Dec-2006",0,1
"NewLeaf Symbiotics","Jan-2013",0,1
"NewTide Commerce","Aug-2013",0,1
"NewYork60.com","Jun-2006",0,1
"Newfield Design","May-2012",0,1
"Newman Infinite","Jul-2013",0,1
"Newport Media","Mar-2005",0,1
"News Distribution Network","Jan-2009",0,1
"News360","Jul-2010",0,1
"NewsBasis","Nov-2009",0,1
"NewsGator","Nov-2011",1,0
"NewsMaven","Jun-2013",0,1
"Newser","Jun-2009",0,1
"NewsiT","Mar-2012",0,1
"Newsle","May-2013",1,0
"Newsvine","Jul-2005",0,1
"Newton Insight","Aug-2011",0,1
"NexGen Medical Systems","Feb-2012",0,1
"NexGen Storage","Feb-2011",0,1
"NexImmune","Jun-2011",0,1
"NexPlanar","Jan-2013",0,1
"Nexaweb Technologies","May-2003",0,1
"Nexercise","Nov-2011",1,0
"Nexgate","Aug-2012",1,0
"Nexsan","Dec-2003",0,1
"Next Big Sound","Aug-2009",1,0
"Next New Networks","Jan-2007",0,1
"Next One's On Me (NOOM)","Mar-2012",0,1
"NextBio","Jan-2005",0,1
"NextDocs","Aug-2011",0,1
"NextGreatPlace","Aug-2012",0,1
"NextGxDX","Mar-2013",0,1
"NextImage Medical","Nov-2009",0,1
"NextInput","Aug-2012",0,1
"NextMedium","Feb-2005",0,1
"NextPrinciples","Feb-2013",1,0
"NextSpace","Jan-2013",1,0
"NextUser","Jul-2013",0,1
"Nextdoor","Jul-2012",1,0
"Nextlanding","Jan-2013",0,1
"Nextreme Thermal Solutions","Mar-2005",0,1
"Nextt","Jun-2013",0,1
"Nexus EnergyHomes","Feb-2011",0,1
"Ngaged Software Inc","Feb-2013",0,1
"Ngt4u.inc","Jul-2010",0,1
"Nicira Networks","Jun-2009",1,0
"Nifti","Jul-2013",0,1
"Night Out","May-2012",0,1
"Niko Niko","Jul-2012",0,1
"NileGuide","Jan-2006",0,1
"Nimaya","May-2006",0,1
"Nimbic (formerly Physware)","Feb-2008",0,1
"Nimbit","Mar-2011",1,0
"Nimble CRM","Jan-2010",1,0
"Nimbula","Jun-2010",0,1
"Nimbus Concepts","Dec-2011",0,1
"Nimbus Discovery","Jun-2011",1,0
"Nimia","Jun-2013",0,1
"Nimsoft","Jan-2007",0,1
"NinePoint Medical","Oct-2010",0,1
"Ning by Glam Media","Jan-2007",0,1
"Ninite","Jan-2008",0,1
"Ninja Metrics","Jul-2012",0,1
"Ninua","Jan-2010",1,0
"Nirvanix","Dec-2007",0,1
"Nistica","May-2006",0,1
"Nitch","Nov-2011",0,1
"Nitric Bio","Mar-2006",0,1
"Nitrous.IO","Apr-2013",0,1
"Niveus Medical","Sep-2011",0,1
"Nix Hydra Games","Jan-2012",0,1
"Nixle","Jul-2010",0,1
"No Chains","Jul-2012",0,1
"NoRedInk","Aug-2013",0,1
"NoWait","Aug-2012",1,0
"Noble Life Sciences","Dec-2010",0,1
"Nodality","Aug-2006",0,1
"NodePing","Jun-2011",0,1
"NodePrime","Feb-2013",0,1
"Nodeable","Jul-2011",0,1
"Nodejitsu","Apr-2011",1,0
"NoiseFree","Jul-2007",0,1
"NoiseToys","May-2011",0,1
"Nok Nok Labs","Feb-2013",0,1
"Nomadesk","Aug-2005",1,0
"Nomi","Feb-2013",0,1
"Nominum","May-2000",0,1
"Nommunity","Apr-2012",0,1
"Nomorerack.com","Nov-2012",0,1
"Noom","Jun-2011",1,0
"Noovo","Oct-2007",0,1
"Nor1","Sep-2009",0,1
"Norse","Sep-2011",0,1
"North by South","May-2008",0,1
"NorthStar Systems International","Nov-2007",0,1
"Northern Brewer","Nov-2011",0,1
"Northstar Nuclear Medicine","Mar-2012",0,1
"Nortis","Mar-2013",1,0
"Note","Jun-2012",0,1
"Notehall","Aug-2009",1,0
"Noteleaf","Jan-2011",0,1
"Notice Kiosk","Dec-2012",0,1
"Notice Software","Jul-2013",0,1
"Notice Technologies","Apr-2010",0,1
"Notifixious","Jun-2008",1,0
"Notifo","Jan-2010",0,1
"NovaDigm Therapeutics","Feb-2013",0,1
"NovaTract Surgical","Mar-2011",1,0
"Novel","Dec-2011",0,1
"Novian Health","Feb-2013",0,1
"Novira Therapeutics","Mar-2013",1,0
